주소,"강서지구 3,37.5901984197481, 126.81362533492893","중랑천 2,37.6030830331226, 127.072105737988","안양천  3,37.513562487735406, 126.87461172643478","탄천 2,37.49508293706438, 127.10150560559426","원천리천 3,37.26481224039535, 127.04976224622416","서호 3,37.280408134249136, 126.98755251443214","안성천 1,36.99139105195746, 127.20539544460591","경안천 2,37.309938272435886, 127.23553552424399","상패천 2,37.91927602221171, 127.05389142205611","왕송호수 3,37.30748917786908, 126.94731063485848","황구지천 2,37.20796105720859, 127.02548060229643","문산천 2,37.854639694880476, 126.75854096959318","포천천 2,37.89531095584674, 127.20096778249416","진위천 2,37.09793604326866, 127.08393302456683","남한강 2,37.460459499061464, 127.49638603216884","청미천 1,37.12186508716677, 127.39487102679448","시화호 1,37.30574012802834, 126.67318900588819","한강하구 1,37.63900600625263, 126.7392737093319","남양호 2,37.014705010495824, 126.80548911195082","화성호 2,37.11569165016753, 126.68399070425345","임진강 2,37.78837469359229, 126.66443256564555","팔당호 2,37.517786765600256, 127.30085067928745","공릉천 1,37.71153311751638, 126.84431089180522","천수만 1,36.606686550264854, 126.42022590245743","송정저수지 2,36.776518685002266, 127.37727865534171","도당천 2,36.80714447844311, 126.52479040293552","논산천 2,36.18278993438778, 127.13602531594704","풍세천 1,36.73350817705159, 127.1244086501327","곡교천 1,36.71877449174619, 127.15174380564193","금강호 2,36.003067864761206, 126.7392621031086","병천천 2,36.725838913572076, 127.33975466921613","간월호 2,36.64982878482214, 126.45513048255029","봉강천 1,36.764423602867765, 127.09015473839389","삽교호 2,36.871878675924705, 126.8408688154442","해미천 2,36.702223625170994, 126.56263020795463","봉선저수지 2,36.122350318713586, 126.77672013431376","아산호 2,36.90267012782007, 126.90366071698058","잠홍지 2,36.86183091315654, 126.49751943843305","석문간척지 2,36.98373310641944, 126.54384726738202","대호 2,37.018417616519976, 126.48222083422783","무한천 2,36.71991194571029, 126.82242403818584","부남호 2,36.67319913351787, 126.35083023955421","조류지 2,35.7835057158404, 126.63542818010029","금강하구둑 1,36.019581075069965, 126.74774856012905","만경강 1,35.892198153374686, 126.99399821147692","동림저수지 1,35.549802869235755, 126.71940396468966","동진강 1,35.68373784028254, 126.86079504883465","원평천 3,35.74647979945319, 126.93850431156142","전주천 2,35.802060277740146, 127.1716072485318","산수저수지 2,36.6994319040145, 126.56852268525259","함평대동저수지 2,35.13211104219479, 126.50607906456341","사내간척지 2,34.46251975253601, 126.7333378843619","만덕간척지 2,34.56578321910065, 126.7615639132014","고막원천 2,35.06842526203833, 126.59162469994376","주암댐 2,35.06371924138319, 127.23767782670512","영산강 2,34.76893810284395, 126.35098968807019","영암호 1,34.69724570173779, 126.47537026437189","고천암 2,34.52161252340564, 126.47457655553478","순천만 1,34.88677475630541, 127.50729078209247","금호호 1,34.62057239836871, 126.39840653700985","강진만 2,34.490791668173664, 126.77354817448324","지석천 2,35.00917066621701, 126.9113644244127","우습제 2,34.94017348080215, 126.57951161334536","담양습지 3,35.24009556727233, 126.88387920926465","황룡강 2,35.32701483996603, 126.79783650573678","한탄강 2,38.20119540754313, 127.27737191150247","토교저수지 2,38.28934502892065, 127.28936308358267","섬강 1,37.500690845580344, 127.99213918049267","철원평야 2,38.29310283134329, 127.21422992889252","남대천 3,37.75220997167653, 128.90134105532326","소양강 하류 2,37.89698617983393, 127.7454239624107","원주천 2,37.382704055767405, 127.94147033377192","남대천 3,38.107964222902496, 128.64361106592784","보강천 2,36.786518139596225, 127.57854158748","백곡지 2,36.86662724997134, 127.39976155953663","미호천 1,36.5162887821276, 127.31976281396229","무심천 2,36.58091002074261, 127.50346917018088","충주호 3,36.96033958118106, 128.0662729272722","안심습지 3,35.86502982622569, 128.74718716576282","형산강 1,35.92345596127968, 129.23887659738637","김천 2,36.09212308013244, 128.12331495113736","구미 3,36.18780476544952, 128.3702147007899","낙동강 2,35.83992615966229, 128.46110345037778","금호강 1,35.8174026069283, 128.48104618415317","낙동강하구 2,35.104959005687974, 128.9459320237596","태화강 3,35.53764149997886, 129.36999476035592","장척저수지 3,35.43456283906837, 128.49224351135572","양산천 2,35.32377076603513, 129.02006984526182","양산발생지 3,35.470702520283716, 129.26921645925657","낙동강 2,35.349387768425835, 128.9331287407582","주남저수지 3,35.3148538085958, 128.67272531322178","창녕우포 3,35.551935684595, 128.4139408551069","사천만 3,35.03397029572857, 128.0309809363544","목포늪 3,35.56254130753707, 128.40618339231","사지포 3,35.561613790429384, 128.4333952070682","산남저수지 3,35.35126887288887, 128.17443850327453","동판저수지 2,35.30133784622012, 128.68634622602417","화포천 2,35.31163742899077, 128.7875952437551","낙동강 3,35.27987524642292, 129.009763931276","하도리 2,33.51695001412742, 126.8838772052322","용수저수지 2,33.31741751732376, 126.18752882294538","오조리 3,33.463866194337236, 126.91796178149626","종달리 3,33.49242412098807, 126.89071411147393"
경기도 수원시,40.99,37.96,30.96,26.55,1.87,4.09,34.07,19.02,72.96,8.7,6.18,69.91,71.88,19.05,46.78,36.06,31.8,48.95,34.01,34.67,66.62,37.12,52.41,90.87,62.37,67.64,120.55,59.54,61.55,142.51,65.86,85.16,55.76,46.62,74.89,128.86,41.62,64.93,53.06,55.57,63.16,89.07,168.27,140.57,152.51,192.55,176.3,168.87,163.0,74.86,241.59,312.59,300.93,247.21,245.32,283.99,289.66,308.94,267.75,299.3,309.16,250.89,261.47,225.36,216.32,106.54,116.35,89.12,115.65,173.89,94.61,81.8,170.33,72.08,55.06,87.02,86.85,97.99,218.48,247.25,162.77,169.12,203.53,206.61,295.31,284.13,241.94,279.94,282.8,272.79,262.02,227.12,263.74,225.75,227.18,236.11,263.96,268.24,283.17,416.8,445.37,422.62,419.51
경기도 성남시,33.48,20.92,24.57,8.64,18.55,19.81,48.17,15.56,55.88,20.2,25.22,58.2,53.25,36.02,32.94,40.77,42.05,41.96,53.3,51.77,57.76,18.82,40.87,110.07,74.92,86.57,137.58,76.34,78.01,161.3,79.47,104.35,72.97,66.01,94.21,147.63,60.83,83.45,70.85,72.47,82.4,107.88,187.18,159.34,170.3,211.12,194.52,186.85,179.95,94.2,260.42,330.76,319.07,265.85,262.2,302.91,308.37,327.59,283.75,318.1,327.26,268.77,280.09,243.37,234.59,87.86,97.71,76.9,97.38,160.67,76.02,72.08,153.72,81.04,66.12,101.94,99.12,97.67,225.38,251.33,172.29,176.15,212.24,215.32,304.73,289.87,252.31,288.2,289.3,281.34,271.94,237.46,277.43,236.09,237.37,248.41,273.86,277.62,291.65,434.56,464.06,440.31,437.25
경기도 의정부시,25.41,15.39,28.63,27.67,52.64,51.05,84.4,50.82,20.23,48.48,58.95,27.44,22.83,71.32,51.13,75.58,57.64,28.16,82.93,75.79,32.94,33.96,16.92,137.05,111.16,112.89,173.18,111.99,113.82,194.7,115.77,131.41,108.38,97.82,122.5,181.11,93.6,108.37,94.4,93.69,114.75,132.96,220.22,192.77,205.28,244.94,228.95,221.62,215.63,122.62,293.59,365.22,353.59,299.48,297.94,335.78,341.81,361.16,319.88,351.31,361.84,303.64,313.76,278.09,268.93,55.75,65.26,88.44,63.71,164.22,64.96,89.24,147.07,116.28,102.17,138.2,135.24,125.73,258.16,281.46,207.07,209.32,246.37,249.45,339.09,321.41,287.33,321.8,321.51,315.16,306.66,272.49,313.65,271.12,272.32,284.29,308.57,312.0,325.41,469.56,497.48,475.39,472.27
경기도 안양시,25.18,25.35,15.12,17.0,16.58,12.95,49.92,26.37,59.0,9.69,21.59,54.08,59.72,34.82,48.22,49.2,26.93,33.29,44.28,39.27,50.83,33.33,36.64,99.7,78.17,75.7,135.66,74.97,77.08,155.91,81.73,94.0,71.03,58.99,84.53,142.34,54.87,71.85,58.5,59.27,75.93,96.55,181.39,153.99,167.06,206.19,190.4,183.24,178.08,84.6,254.77,326.62,315.01,260.69,260.37,296.96,303.0,322.36,283.17,312.48,323.28,265.24,274.98,239.62,230.31,94.04,103.72,92.16,102.47,175.93,89.14,87.01,168.2,87.23,70.6,102.82,102.65,109.5,233.32,261.11,178.24,183.95,218.85,221.93,310.82,298.63,257.6,295.18,297.55,288.11,277.62,242.78,279.58,241.41,242.81,251.97,279.55,283.73,298.47,431.19,458.66,437.06,433.91
경기도 부천시,10.51,29.16,9.64,29.61,36.52,31.61,68.97,46.73,52.7,27.05,40.08,39.04,57.98,53.16,64.63,69.96,23.48,15.24,54.47,43.74,32.9,47.2,24.13,104.34,97.32,80.34,150.51,91.34,93.73,166.87,100.34,98.86,87.07,70.56,90.92,153.59,67.92,75.22,61.06,59.51,87.28,99.41,191.62,165.02,180.33,217.29,202.54,195.99,192.63,91.12,264.72,338.17,326.67,271.23,274.57,306.35,313.14,332.62,298.48,322.27,335.01,277.67,285.53,251.91,242.04,89.63,98.71,108.16,96.2,190.07,96.64,104.64,178.12,107.44,90.38,120.29,121.7,130.0,253.77,281.87,198.08,204.4,238.9,241.98,330.58,319.25,277.04,315.31,318.06,308.15,297.22,262.24,297.1,260.87,262.33,270.47,299.15,303.52,318.53,443.42,468.42,449.41,446.16
경기도 광명시,13.2,22.94,3.98,20.98,28.86,24.57,62.01,37.75,51.75,20.38,33.28,42.84,54.98,46.56,55.79,61.43,25.61,20.98,51.85,43.4,38.69,38.73,25.96,104.67,90.33,80.51,146.1,86.0,88.24,164.45,93.71,99.06,81.89,67.5,90.39,151.01,64.14,75.91,61.93,61.35,84.45,100.49,189.59,162.57,176.78,214.87,199.58,192.72,188.43,90.54,262.89,335.58,324.03,269.12,270.6,304.81,311.25,330.67,293.91,320.55,332.33,274.62,283.42,248.92,239.32,88.14,97.55,99.51,95.62,181.95,90.39,95.68,171.26,99.64,82.94,114.38,114.8,121.0,245.72,273.31,190.61,196.35,231.25,234.33,323.18,310.97,269.89,307.59,309.94,300.51,289.95,255.07,291.25,253.7,255.12,263.99,291.88,296.1,310.87,440.52,466.75,446.45,443.25
경기도 평택시,71.55,68.0,61.67,55.91,30.81,33.9,8.23,36.95,103.2,37.98,25.19,100.85,100.71,12.01,62.16,28.89,52.27,79.12,27.39,40.44,96.97,60.75,83.41,75.1,33.61,56.19,90.04,28.8,30.62,114.96,35.87,69.83,25.42,27.63,58.62,101.29,21.08,56.58,50.53,56.06,39.81,76.53,141.04,112.98,122.79,164.23,147.25,139.41,132.46,58.36,213.91,283.38,271.67,219.0,214.75,256.58,261.59,280.7,236.81,271.48,279.84,221.26,233.18,195.92,187.32,135.2,145.06,96.2,144.91,179.22,115.06,85.29,183.31,47.33,29.1,56.06,57.48,84.78,192.6,224.23,134.8,143.55,176.0,179.06,266.84,259.07,212.88,252.47,256.97,245.1,233.25,198.14,232.9,196.77,198.3,205.87,235.2,239.87,255.49,387.01,417.19,392.75,389.7
경기도 동두천시,41.07,33.44,46.36,45.57,71.04,69.6,102.24,67.79,1.84,67.04,77.42,27.07,12.35,89.62,62.44,91.79,74.74,40.79,101.38,93.71,37.08,47.83,28.6,154.96,128.42,130.8,191.47,130.24,132.0,213.26,133.27,149.36,126.7,116.36,140.67,199.67,112.17,126.08,112.01,110.89,133.3,150.54,238.77,211.34,223.74,263.5,247.49,240.11,233.9,140.8,312.14,383.76,372.12,318.04,316.18,354.31,360.37,379.72,337.83,369.86,380.37,322.13,332.32,296.6,287.47,38.14,47.33,93.4,45.34,162.53,60.09,96.8,140.54,132.39,119.14,155.97,152.22,137.43,271.81,293.21,222.44,223.4,261.1,264.16,353.87,334.01,302.78,335.95,334.59,329.51,321.81,287.96,330.68,286.6,287.71,300.71,323.7,326.83,339.68,488.04,516.03,493.85,490.75
경기도 안산시,29.87,37.83,21.66,30.7,20.38,14.61,49.52,35.82,69.27,10.43,21.38,59.58,71.61,33.51,60.78,54.67,14.06,36.17,34.23,26.36,53.9,46.88,43.34,87.5,77.65,63.35,129.55,70.43,72.87,146.88,80.21,81.84,66.13,50.05,72.9,133.47,47.06,59.09,45.4,45.75,66.94,83.79,171.95,145.0,159.64,197.3,182.18,175.44,171.72,73.03,245.23,318.07,306.53,251.49,253.74,287.14,293.6,313.03,277.51,302.88,314.85,257.27,265.8,231.54,221.84,105.36,114.87,104.48,113.12,188.73,102.86,98.4,181.84,89.15,71.48,99.57,101.79,116.66,235.6,265.25,178.81,186.31,219.87,222.94,311.07,301.59,257.22,296.35,299.98,289.07,277.55,242.46,276.27,241.09,242.61,249.99,279.49,284.07,299.46,423.12,449.08,429.07,425.85
경기도 고양시,7.75,22.02,16.54,29.9,47.8,44.22,81.19,52.62,34.95,40.32,52.92,22.76,41.78,66.18,62.56,77.67,41.64,8.44,71.61,61.75,20.64,44.17,6.01,122.51,109.3,98.48,166.29,106.05,108.25,184.25,113.03,117.02,102.0,87.46,108.97,170.87,84.27,93.39,79.23,77.59,104.36,117.55,209.21,182.38,196.92,234.68,219.59,212.81,208.62,109.16,282.42,355.48,343.94,288.79,290.79,324.18,330.82,350.27,314.08,340.03,352.26,294.67,303.1,268.94,259.26,71.89,80.8,103.73,78.12,182.34,84.55,102.54,166.66,117.34,101.37,134.16,133.79,133.94,262.42,288.34,208.62,213.15,248.9,251.98,341.19,327.0,288.33,325.02,326.4,318.08,308.18,273.49,310.95,272.12,273.47,283.21,310.11,314.08,328.42,460.53,486.21,466.48,463.27
경기도 과천시,23.58,20.72,13.7,12.43,19.09,16.55,52.36,25.61,54.8,14.0,24.83,51.43,55.12,37.81,45.04,49.66,31.0,32.0,48.83,44.02,49.05,29.34,33.84,104.42,80.38,80.43,139.22,78.3,80.33,160.12,84.22,98.71,74.48,63.32,89.2,146.52,59.02,76.6,63.23,63.95,80.22,101.3,185.67,158.19,170.91,210.35,194.42,187.16,181.67,89.26,259.05,330.67,319.05,264.9,263.98,301.29,307.25,326.59,286.53,316.77,327.3,269.18,279.18,243.6,234.37,89.53,99.24,89.01,98.1,172.39,84.58,84.4,163.96,88.61,72.44,105.71,104.86,108.84,234.28,261.4,179.83,184.94,220.25,223.34,312.42,299.32,259.43,296.49,298.42,289.48,279.33,244.59,282.29,243.22,244.59,254.3,281.26,285.32,299.83,435.12,462.92,440.97,437.84
경기도 구리시,27.85,5.16,24.21,11.3,37.31,37.09,67.37,32.97,36.75,35.72,43.93,43.63,34.06,55.34,35.6,57.52,51.51,34.74,70.53,66.21,46.28,17.32,28.3,126.56,93.54,102.62,156.95,95.71,97.37,180.31,98.34,120.85,92.34,84.3,111.19,166.65,79.46,98.82,85.41,85.9,100.96,123.51,206.11,178.37,189.65,230.27,213.79,206.17,199.32,111.24,279.41,350.05,338.37,284.96,281.55,321.84,327.44,346.7,302.96,337.12,346.57,288.11,299.21,262.69,253.85,68.72,78.55,76.75,78.06,156.91,63.75,75.39,144.68,98.23,84.37,121.05,117.46,108.8,240.31,264.23,188.99,191.39,228.33,231.4,321.04,303.84,269.25,303.83,303.79,297.16,288.59,254.41,295.92,253.04,254.23,266.33,290.49,293.95,307.42,453.92,483.15,459.68,456.62
경기도 남양주시,35.85,13.23,33.06,18.66,43.82,44.4,71.68,36.29,34.59,43.57,50.49,47.04,28.87,60.96,31.46,59.3,60.39,42.02,78.06,74.57,51.43,15.1,33.81,134.47,96.62,110.66,161.75,100.68,102.15,186.47,101.79,128.76,97.56,91.24,118.9,172.79,86.11,107.05,93.8,94.5,107.68,131.7,212.4,184.51,194.91,236.18,219.39,211.56,203.96,118.92,285.59,355.54,343.83,290.93,286.03,328.12,333.47,352.66,306.81,343.25,351.99,293.36,305.15,268.07,259.46,63.08,72.93,70.0,73.07,148.81,54.81,69.88,135.82,99.75,87.07,124.84,120.05,106.28,239.53,262.1,189.68,190.92,228.44,231.5,321.21,302.32,270.02,303.48,302.62,296.96,289.07,255.2,298.38,253.84,254.96,268.09,290.97,294.16,307.16,459.0,489.15,464.7,461.68
경기도 오산시,54.23,50.4,44.24,38.44,13.01,16.55,20.96,22.64,85.58,20.97,7.93,83.26,83.6,5.81,50.65,28.31,39.77,62.05,28.43,35.09,79.81,45.43,65.76,84.06,49.33,62.15,107.66,46.49,48.39,131.05,52.6,78.45,42.88,37.38,67.62,117.37,31.52,60.65,50.82,54.79,52.91,83.56,156.99,129.09,140.05,180.79,164.18,156.55,150.11,67.49,230.16,300.43,288.75,235.53,232.42,272.7,278.06,297.26,254.6,287.82,296.94,238.5,249.75,213.07,204.24,118.22,128.07,89.79,127.69,174.37,101.84,80.72,174.27,60.12,42.56,73.68,73.75,90.24,206.59,236.39,150.15,157.28,191.08,194.16,282.59,272.56,229.03,267.54,270.97,260.32,249.2,214.23,250.39,212.86,214.32,222.87,251.14,255.55,270.7,404.35,433.74,410.12,407.04
경기도 시흥시,23.37,34.33,16.13,29.29,25.32,19.74,56.04,39.03,63.89,15.11,27.46,52.9,67.15,40.05,61.89,59.75,14.14,29.32,40.64,31.24,47.0,46.54,37.03,92.48,84.27,68.33,136.41,77.36,79.79,153.23,86.97,86.88,73.06,56.62,78.34,139.88,53.84,63.68,49.7,49.24,73.44,88.26,178.17,151.37,166.33,203.67,188.71,182.06,178.54,78.5,251.39,324.49,312.97,257.75,260.51,293.18,299.78,319.23,284.38,309.0,321.3,263.82,272.06,238.08,228.3,100.36,109.75,105.84,107.75,189.52,100.94,100.6,180.95,95.35,77.85,106.47,108.49,121.28,241.84,271.02,185.35,192.5,226.35,229.42,317.69,307.68,263.92,302.82,306.2,295.57,284.21,249.15,283.19,247.78,249.28,256.85,286.15,290.67,305.96,429.63,455.19,435.6,432.37
경기도 군포시,27.6,29.45,17.74,20.88,14.77,10.13,47.61,27.15,62.89,6.1,18.85,57.0,63.8,32.13,50.76,48.63,23.99,35.37,40.24,35.25,53.13,36.65,39.74,95.59,75.95,71.6,132.28,71.82,74.01,152.06,79.28,89.89,67.8,55.09,80.43,138.51,51.1,67.78,54.48,55.38,72.04,92.47,177.5,150.15,163.47,202.38,186.68,179.59,174.68,80.5,250.87,322.87,311.27,256.84,256.94,293.03,299.13,318.5,279.93,308.58,319.54,261.58,271.13,235.94,226.56,98.09,107.75,94.59,106.44,178.66,92.92,88.94,171.62,85.7,68.73,100.0,100.41,109.7,232.03,260.39,176.44,182.66,217.2,220.28,308.98,297.55,255.58,293.59,296.32,286.46,275.69,240.77,276.85,239.4,240.83,249.55,277.62,281.91,296.83,427.52,454.77,433.4,430.24
경기도 의왕시,30.5,30.14,20.5,20.43,11.46,7.37,44.57,23.95,64.31,4.55,16.04,59.62,64.54,29.31,48.39,45.18,26.45,38.44,39.45,35.82,56.12,35.1,42.21,95.44,72.88,71.58,130.08,69.38,71.5,150.59,76.32,89.72,65.44,53.8,80.02,137.01,49.5,68.03,55.02,56.32,70.69,92.65,176.14,148.67,161.55,200.84,184.96,177.75,172.51,80.07,249.52,321.2,309.58,255.38,254.8,291.76,297.72,317.06,277.58,307.24,317.85,259.77,269.66,234.16,224.9,99.02,108.74,92.06,107.63,176.33,91.94,86.11,170.02,82.38,65.52,97.29,97.35,106.29,228.67,256.95,173.21,179.3,213.92,217.0,305.77,294.16,252.44,290.3,292.95,283.18,272.51,237.62,274.08,236.25,237.67,246.59,274.44,278.69,293.55,425.72,453.4,431.57,428.43
경기도 하남시,35.82,14.44,30.14,11.14,33.83,35.1,60.93,25.57,44.56,34.97,40.47,53.31,39.61,50.43,26.34,49.07,54.43,43.35,68.66,66.5,55.81,7.95,37.84,125.4,86.03,101.81,151.0,89.96,91.41,176.0,91.13,119.68,86.87,81.27,109.58,162.31,75.96,98.55,85.69,86.93,97.53,123.07,201.96,174.03,184.2,225.61,208.74,200.87,193.21,109.57,275.09,344.85,333.14,280.37,275.28,317.66,322.92,342.09,296.11,332.73,341.29,282.65,294.57,257.37,248.81,73.8,83.66,68.68,83.82,150.36,61.32,66.45,140.52,89.69,76.57,114.13,109.6,99.11,230.91,254.58,180.09,182.06,219.21,222.28,311.95,294.28,260.4,294.56,294.3,287.94,279.62,245.57,288.02,244.2,245.37,257.99,281.52,284.87,298.18,448.27,478.58,453.96,450.95
경기도 용인시,50.38,41.3,40.41,29.01,11.6,17.36,27.89,9.2,76.18,21.66,13.96,77.56,72.76,17.96,37.27,23.39,45.2,58.76,41.5,45.9,75.82,32.62,59.99,97.52,54.64,75.42,117.75,56.66,58.14,143.13,59.1,91.9,53.59,50.79,81.09,129.45,44.81,73.63,63.06,66.43,65.99,96.88,169.18,141.15,150.9,192.5,175.49,167.58,160.03,80.97,242.14,311.56,299.85,247.27,242.19,284.78,289.85,308.97,263.48,299.73,308.0,249.34,261.45,224.07,215.56,107.1,116.96,77.55,117.01,162.34,88.44,69.37,161.05,61.84,46.09,81.6,78.94,84.79,207.54,235.25,153.11,158.19,193.46,196.55,285.69,272.75,232.86,269.69,271.73,262.69,252.67,218.01,257.12,216.64,217.98,228.36,254.6,258.58,273.03,414.98,445.46,420.69,417.66
경기도 파주시,19.13,31.09,28.66,40.88,60.01,56.41,93.39,64.19,29.86,52.46,65.12,10.67,39.92,78.38,71.37,89.36,51.4,13.94,82.92,72.16,10.62,53.2,7.83,132.16,121.48,108.35,178.23,118.16,120.39,195.42,125.24,126.77,114.08,98.92,119.2,182.12,95.98,102.97,88.82,86.57,115.73,126.7,220.17,193.57,208.58,245.84,231.0,224.36,220.51,119.43,293.25,366.71,355.21,299.78,302.62,334.83,341.68,361.15,326.08,350.78,363.54,306.13,314.08,280.38,270.56,65.62,73.85,110.58,70.42,186.5,86.15,110.64,167.96,129.29,113.48,146.36,145.96,144.35,273.99,299.3,220.59,224.78,260.76,263.84,353.13,338.3,300.39,336.79,337.87,329.9,320.19,285.54,323.15,284.17,285.5,295.4,322.11,326.02,340.23,471.92,496.91,477.89,474.66
경기도 이천시,65.27,48.78,56.31,38.49,34.1,39.6,37.29,18.14,79.39,43.32,36.95,88.02,72.28,36.65,21.61,17.11,67.5,73.72,62.72,68.77,88.94,29.76,71.42,116.67,55.37,95.93,124.05,65.96,66.5,154.19,61.35,111.23,64.24,69.0,100.11,140.7,62.54,94.88,85.28,89.05,82.06,117.11,180.31,152.2,158.44,201.96,183.95,175.37,165.17,99.91,252.15,318.77,307.0,256.49,246.23,294.94,299.07,317.86,265.34,309.27,314.98,256.01,270.47,231.32,223.72,104.21,113.81,55.38,115.15,139.9,74.65,46.43,141.22,55.5,45.22,84.69,77.12,65.85,195.49,220.06,144.88,146.59,183.76,186.83,276.52,259.2,225.21,259.07,259.03,252.46,244.29,210.4,254.58,209.04,210.15,223.65,246.19,249.45,262.69,420.56,454.09,426.07,423.19
경기도 안성시,76.75,68.67,66.67,56.41,35.08,39.85,6.86,33.8,103.27,44.46,31.66,104.78,98.9,20.05,53.84,16.26,63.13,84.89,42.12,54.2,102.39,56.71,87.18,88.59,27.17,70.75,92.66,33.51,34.12,121.74,31.83,83.51,31.91,41.84,72.3,108.25,35.41,71.4,65.41,70.82,51.79,90.66,147.87,119.76,126.68,169.75,151.96,143.57,134.45,71.99,219.88,287.31,275.56,224.38,216.23,262.66,266.98,285.86,236.76,277.11,283.61,224.72,238.41,199.78,191.86,132.67,142.48,83.52,143.01,165.45,107.05,71.91,171.49,36.23,19.0,54.8,51.5,70.06,182.71,212.68,126.69,133.4,167.46,170.54,259.25,248.67,206.01,243.88,247.09,236.71,226.01,191.18,229.67,189.81,191.2,200.96,227.95,232.17,247.09,389.85,422.21,395.46,392.51
경기도 김포시,9.08,31.44,18.02,36.56,48.89,44.31,81.8,57.09,45.02,39.88,52.93,26.88,52.82,66.11,70.97,81.33,34.63,3.36,67.26,55.63,19.76,52.72,15.58,115.17,110.16,91.44,163.62,104.53,106.92,179.29,113.32,109.81,100.27,83.41,102.44,166.1,80.98,85.98,71.86,69.51,100.02,109.64,203.82,177.46,193.2,229.68,215.18,208.76,205.69,102.68,276.76,350.58,339.12,283.42,287.56,318.19,325.19,344.69,311.6,334.22,347.47,290.32,297.72,264.55,254.56,81.69,90.27,113.25,87.13,192.95,95.8,111.2,177.9,119.73,102.95,133.45,134.59,139.94,265.79,293.08,210.65,216.43,251.33,254.42,343.21,330.97,289.82,327.69,329.99,320.59,309.93,275.01,310.28,273.64,275.08,283.53,311.87,316.13,330.96,455.98,480.29,461.99,458.72
경기도 화성시,43.46,49.65,35.12,40.62,20.65,16.49,40.45,37.81,82.4,15.79,17.21,73.12,83.94,25.07,65.56,50.67,18.32,49.54,20.68,16.05,67.11,54.53,56.94,75.38,67.55,51.43,116.28,57.99,60.57,133.3,69.39,69.68,53.57,36.45,60.24,119.88,33.63,47.84,35.02,36.94,53.34,72.46,158.43,131.42,146.1,183.72,168.57,161.86,158.34,60.32,231.74,304.47,292.93,237.95,240.28,273.71,280.08,299.51,264.25,289.41,301.25,243.67,252.25,217.93,208.24,118.08,127.69,107.93,126.17,192.72,111.83,100.29,188.82,80.7,62.58,87.52,91.13,112.73,226.53,257.61,168.66,177.42,209.91,212.97,300.46,292.92,246.28,286.36,290.91,278.95,266.78,231.59,263.81,230.23,231.81,238.18,268.72,273.55,289.35,409.52,435.61,415.47,412.25
경기도 광주시,42.84,25.16,34.85,15.39,25.78,28.87,48.91,13.4,57.27,30.39,31.92,64.39,52.02,39.85,21.58,36.37,53.23,51.1,60.92,61.4,65.57,10.62,47.9,117.74,73.41,94.76,139.02,78.25,79.55,165.13,78.6,112.05,75.38,72.05,101.55,151.46,66.33,92.15,80.15,82.29,87.74,116.23,191.19,163.16,172.51,214.42,197.28,189.26,181.11,101.49,264.12,333.23,321.5,269.19,263.06,306.78,311.78,330.87,283.64,321.69,329.62,270.88,283.35,245.7,237.33,85.84,95.67,65.54,96.1,149.43,67.57,60.85,143.49,77.03,63.88,101.7,96.9,88.79,219.04,243.59,167.61,170.05,206.92,210.0,299.63,282.83,247.89,282.46,282.64,275.77,267.19,233.05,275.3,231.69,232.87,245.29,269.1,272.54,286.03,436.34,467.36,442.01,439.02
경기도 양주시,29.81,20.4,33.77,32.64,57.88,56.38,89.4,55.44,14.91,53.84,64.23,26.39,18.31,76.51,53.66,79.95,62.64,31.5,88.28,81.02,33.52,37.27,19.53,142.29,115.94,118.13,178.37,117.16,118.97,200.04,120.65,136.67,113.59,103.18,127.81,186.45,98.95,113.56,99.56,98.75,120.11,138.13,225.57,198.12,210.56,250.28,234.27,226.91,220.81,127.93,298.95,370.54,358.91,304.83,303.12,341.14,347.17,366.51,324.94,356.66,367.15,308.93,319.11,283.39,274.25,50.5,59.96,89.13,58.36,163.13,62.67,90.73,144.62,120.65,106.84,143.18,139.93,128.63,261.76,284.47,211.23,213.05,250.33,253.39,343.08,324.69,291.53,325.58,324.95,319.0,310.76,276.69,318.38,275.32,276.49,288.81,312.66,316.0,329.23,474.85,502.83,480.66,477.56
경기도 포천시,47.99,34.35,51.17,45.29,71.3,70.85,100.46,65.12,13.12,69.01,77.92,39.03,0.08,89.21,54.89,87.65,80.29,49.51,103.89,97.88,48.52,42.85,37.33,159.01,125.34,134.88,190.46,129.31,130.85,214.31,130.57,153.34,126.08,118.1,144.11,200.65,113.4,130.58,116.72,116.25,134.85,155.24,240.09,212.36,223.44,264.26,247.72,240.02,232.72,144.19,313.4,383.95,372.26,318.96,314.83,355.81,361.44,380.69,335.61,371.11,380.45,321.91,333.21,296.55,287.78,34.73,44.55,82.31,44.3,150.25,47.84,86.62,128.67,127.7,115.69,153.66,148.55,129.02,264.33,284.42,216.57,216.36,254.54,257.57,347.24,325.72,296.85,328.8,326.63,322.52,315.55,282.08,326.67,280.72,281.75,295.89,317.43,320.28,332.62,487.64,517.15,493.36,490.33
